"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 06 13:35:51 GMT 2023","Fri Jan 06 13:36:00 GMT 2023","9614","","test_main","","","","test_user_can_go_to_vk",""
"passed","Fri Jan 06 13:36:28 GMT 2023","Fri Jan 06 13:36:36 GMT 2023","7976","","test_main","","","","test_user_can_go_to_google",""
"passed","Fri Jan 06 13:35:14 GMT 2023","Fri Jan 06 13:35:21 GMT 2023","7033","","test_main","","","","test_input_login_in_mail",""
"passed","Fri Jan 06 13:35:05 GMT 2023","Fri Jan 06 13:35:12 GMT 2023","6693","","test_main","","","","test_input_phone_in_mail",""
"passed","Fri Jan 06 13:36:18 GMT 2023","Fri Jan 06 13:36:26 GMT 2023","8756","","test_main","","","","test_user_can_go_to_mail",""
"failed","Fri Jan 06 13:33:00 GMT 2023","Fri Jan 06 13:33:18 GMT 2023","18259","","test_login","","","","test_user_can_autorize",""
"passed","Fri Jan 06 13:33:59 GMT 2023","Fri Jan 06 13:34:05 GMT 2023","6056","","test_main","","","","test_btn_phone",""
"passed","Fri Jan 06 13:34:34 GMT 2023","Fri Jan 06 13:34:41 GMT 2023","6953","","test_main","","","","test_btn_phone_default",""
"passed","Fri Jan 06 13:34:16 GMT 2023","Fri Jan 06 13:34:23 GMT 2023","7058","","test_main","","","","test_btn_login",""
"passed","Fri Jan 06 13:35:32 GMT 2023","Fri Jan 06 13:35:39 GMT 2023","7295","","test_main","","","","test_input_mail_in_ls",""
"passed","Fri Jan 06 13:34:07 GMT 2023","Fri Jan 06 13:34:14 GMT 2023","7006","","test_main","","","","test_btn_mail",""
"broken","Fri Jan 06 13:33:20 GMT 2023","Fri Jan 06 13:33:38 GMT 2023","17504","","test_login","","","","test_error_invalid_password",""
"broken","Fri Jan 06 13:33:40 GMT 2023","Fri Jan 06 13:33:57 GMT 2023","17527","","test_login","","","","test_should_be_captcha",""
"passed","Fri Jan 06 13:36:06 GMT 2023","Fri Jan 06 13:36:16 GMT 2023","9885","","test_main","","","","test_user_can_go_to_ok",""
"passed","Fri Jan 06 13:34:25 GMT 2023","Fri Jan 06 13:34:32 GMT 2023","6976","","test_main","","","","test_btn_ls",""
"passed","Fri Jan 06 13:35:41 GMT 2023","Fri Jan 06 13:35:48 GMT 2023","7280","","test_main","","","","test_input_login_in_ls",""
"passed","Fri Jan 06 13:34:52 GMT 2023","Fri Jan 06 13:34:59 GMT 2023","7024","","test_main","","","","test_input_login_in_phone",""
"passed","Fri Jan 06 13:34:43 GMT 2023","Fri Jan 06 13:34:50 GMT 2023","6917","","test_main","","","","test_input_mail_in_phone",""
"passed","Fri Jan 06 13:36:38 GMT 2023","Fri Jan 06 13:36:49 GMT 2023","10951","","test_main","","","","test_user_can_go_to_ya",""
"passed","Fri Jan 06 13:35:23 GMT 2023","Fri Jan 06 13:35:30 GMT 2023","7209","","test_main","","","","test_input_ls_in_mail",""
