"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jan 06 12:19:08 GMT 2023","Fri Jan 06 12:19:08 GMT 2023","0","","test_main","","","","test_user_can_go_to_mail",""
"broken","Fri Jan 06 12:19:01 GMT 2023","Fri Jan 06 12:19:01 GMT 2023","0","","test_main","","","","test_input_mail_in_phone",""
"broken","Fri Jan 06 12:19:05 GMT 2023","Fri Jan 06 12:19:05 GMT 2023","0","","test_main","","","","test_input_ls_in_mail",""
"broken","Fri Jan 06 12:19:01 GMT 2023","Fri Jan 06 12:19:01 GMT 2023","0","","test_main","","","","test_btn_phone_default",""
"broken","Fri Jan 06 12:19:09 GMT 2023","Fri Jan 06 12:19:09 GMT 2023","0","","test_main","","","","test_user_can_go_to_google",""
"broken","Fri Jan 06 12:19:05 GMT 2023","Fri Jan 06 12:19:05 GMT 2023","0","","test_main","","","","test_input_mail_in_ls",""
"broken","Fri Jan 06 12:19:10 GMT 2023","Fri Jan 06 12:19:10 GMT 2023","0","","test_main","","","","test_user_can_go_to_ya",""
"broken","Fri Jan 06 12:18:59 GMT 2023","Fri Jan 06 12:18:59 GMT 2023","0","","test_main","","","","test_btn_login",""
"broken","Fri Jan 06 12:19:00 GMT 2023","Fri Jan 06 12:19:00 GMT 2023","0","","test_main","","","","test_btn_ls",""
"broken","Fri Jan 06 12:18:58 GMT 2023","Fri Jan 06 12:18:58 GMT 2023","0","","test_main","","","","test_btn_mail",""
"broken","Fri Jan 06 12:19:08 GMT 2023","Fri Jan 06 12:19:08 GMT 2023","0","","test_main","","","","test_user_can_go_to_ok",""
"broken","Fri Jan 06 12:18:57 GMT 2023","Fri Jan 06 12:18:57 GMT 2023","0","","test_main","","","","test_btn_phone",""
"broken","Fri Jan 06 12:19:07 GMT 2023","Fri Jan 06 12:19:07 GMT 2023","0","","test_main","","","","test_user_can_go_to_vk",""
"broken","Fri Jan 06 12:19:03 GMT 2023","Fri Jan 06 12:19:03 GMT 2023","0","","test_main","","","","test_input_phone_in_mail",""
"broken","Fri Jan 06 12:19:06 GMT 2023","Fri Jan 06 12:19:06 GMT 2023","0","","test_main","","","","test_input_login_in_ls",""
"broken","Fri Jan 06 12:19:04 GMT 2023","Fri Jan 06 12:19:04 GMT 2023","0","","test_main","","","","test_input_login_in_mail",""
"broken","Fri Jan 06 12:19:02 GMT 2023","Fri Jan 06 12:19:02 GMT 2023","0","","test_main","","","","test_input_login_in_phone",""
