"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 06 07:47:07 GMT 2023","Fri Jan 06 07:47:16 GMT 2023","9339","","test_main","","","","test_user_can_go_to_ok",""
"passed","Fri Jan 06 07:46:37 GMT 2023","Fri Jan 06 07:46:44 GMT 2023","7035","","test_main","","","","test_btn_phone_default",""
"passed","Fri Jan 06 07:47:39 GMT 2023","Fri Jan 06 07:47:50 GMT 2023","10281","","test_main","","","","test_user_can_go_to_ya",""
"passed","Fri Jan 06 07:46:19 GMT 2023","Fri Jan 06 07:46:26 GMT 2023","6997","","test_main","","","","test_btn_login",""
"passed","Fri Jan 06 07:46:46 GMT 2023","Fri Jan 06 07:46:53 GMT 2023","7214","","test_main","","","","test_tab_changes_automatically",""
"passed","Fri Jan 06 07:47:29 GMT 2023","Fri Jan 06 07:47:38 GMT 2023","8170","","test_main","","","","test_user_can_go_to_google",""
"passed","Fri Jan 06 07:46:28 GMT 2023","Fri Jan 06 07:46:35 GMT 2023","7184","","test_main","","","","test_btn_ls",""
"passed","Fri Jan 06 07:45:59 GMT 2023","Fri Jan 06 07:46:09 GMT 2023","9563","","test_main","","","","test_btn_phone",""
"passed","Fri Jan 06 07:46:55 GMT 2023","Fri Jan 06 07:47:05 GMT 2023","9945","","test_main","","","","test_user_can_go_to_vk",""
"passed","Fri Jan 06 07:47:18 GMT 2023","Fri Jan 06 07:47:28 GMT 2023","9302","","test_main","","","","test_user_can_go_to_mail",""
"passed","Fri Jan 06 07:46:11 GMT 2023","Fri Jan 06 07:46:18 GMT 2023","6984","","test_main","","","","test_btn_mail",""
